NU_ANO_CENSO;CO_ENTIDADE;NO_ENTIDADE;CO_ORGAO_REGIONAL;TP_SITUACAO_FUNCIONAMENTO;DT_ANO_LETIVO_INICIO;DT_ANO_LETIVO_TERMINO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_UF;CO_MUNICIPIO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_CONVENIADA_PP;TP_CONVENIO_PODER_PUBLICO;IN_MANT_ESCOLA_PRIVADA_EMP;IN_MANT_ESCOLA_PRIVADA_ONG;IN_MANT_ESCOLA_PRIVADA_SIND;IN_MANT_ESCOLA_PRIVADA_SIST_S;IN_MANT_ESCOLA_PRIVADA_S_FINS;CO_ESCOLA_SEDE_VINCULADA;CO_IES_OFERTANTE;TP_REGULAMENTACAO;IN_LOCAL_FUNC_PREDIO_ESCOLAR;TP_OCUPACAO_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SALAS_EMPRESA;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_TEMPLO_IGREJA;IN_LOCAL_FUNC_CASA_PROFESSOR;IN_LOCAL_FUNC_GALPAO;TP_OCUPACAO_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_FILTRADA;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR;IN_ENERGIA_OUTROS;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_COLETA_PERIODICA;IN_LIXO_QUEIMA;IN_LIXO_JOGA_OUTRA_AREA;IN_LIXO_RECICLA;IN_LIXO_ENTERRA;IN_LIXO_OUTROS;IN_SALA_DIRETORIA;IN_SALA_PROFESSOR;IN_LABORATORIO_INFORMATICA;IN_LABORATORIO_CIENCIAS;IN_SALA_ATENDIMENTO_ESPECIAL;IN_QUADRA_ESPORTES_COBERTA;IN_QUADRA_ESPORTES_DESCOBERTA;IN_QUADRA_ESPORTES;IN_COZINHA;IN_BIBLIOTECA;IN_SALA_LEITURA;IN_BIBLIOTECA_SALA_LEITURA;IN_PARQUE_INFANTIL;IN_BERCARIO;IN_BANHEIRO_FORA_PREDIO;IN_BANHEIRO_DENTRO_PREDIO;IN_BANHEIRO_EI;IN_BANHEIRO_PNE;IN_DEPENDENCIAS_PNE;IN_SECRETARIA;IN_BANHEIRO_CHUVEIRO;IN_REFEITORIO;IN_DESPENSA;IN_ALMOXARIFADO;IN_AUDITORIO;IN_PATIO_COBERTO;IN_PATIO_DESCOBERTO;IN_ALOJAM_ALUNO;IN_ALOJAM_PROFESSOR;IN_AREA_VERDE;IN_LAVANDERIA;IN_DEPENDENCIAS_OUTRAS;QT_SALAS_EXISTENTES;QT_SALAS_UTILIZADAS;IN_EQUIP_TV;IN_EQUIP_VIDEOCASSETE;IN_EQUIP_DVD;IN_EQUIP_PARABOLICA;IN_EQUIP_COPIADORA;IN_EQUIP_RETROPROJETOR;IN_EQUIP_IMPRESSORA;IN_EQUIP_IMPRESSORA_MULT;IN_EQUIP_SOM;IN_EQUIP_MULTIMIDIA;IN_EQUIP_FAX;IN_EQUIP_FOTO;IN_COMPUTADOR;QT_EQUIP_TV;QT_EQUIP_VIDEOCASSETE;QT_EQUIP_DVD;QT_EQUIP_PARABOLICA;QT_EQUIP_COPIADORA;QT_EQUIP_RETROPROJETOR;QT_EQUIP_IMPRESSORA;QT_EQUIP_IMPRESSORA_MULT;QT_EQUIP_SOM;QT_EQUIP_MULTIMIDIA;QT_EQUIP_FAX;QT_EQUIP_FOTO;QT_COMPUTADOR;QT_COMP_ADMINISTRATIVO;QT_COMP_ALUNO;IN_INTERNET;IN_BANDA_LARGA;QT_FUNCIONARIOS;IN_ALIMENTACAO;TP_AEE;TP_ATIVIDADE_COMPLEMENTAR;IN_FUNDAMENTAL_CICLOS;TP_LOCALIZACAO_DIFERENCIADA;IN_MATERIAL_ESP_QUILOMBOLA;IN_MATERIAL_ESP_INDIGENA;IN_MATERIAL_ESP_NAO_UTILIZA;IN_EDUCACAO_INDIGENA;TP_INDIGENA_LINGUA;CO_LINGUA_INDIGENA;IN_BRASIL_ALFABETIZADO;IN_FINAL_SEMANA;IN_FORMACAO_ALTERNANCIA;IN_MEDIACAO_PRESENCIAL;IN_MEDIACAO_SEMIPRESENCIAL;IN_MEDIACAO_EAD;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;IN_COMUM_CRECHE;IN_COMUM_PRE;IN_COMUM_FUND_AI;IN_COMUM_FUND_AF;IN_COMUM_MEDIO_MEDIO;IN_COMUM_MEDIO_INTEGRADO;IN_COMUM_MEDIO_NORMAL;IN_ESP_EXCLUSIVA_CRECHE;IN_ESP_EXCLUSIVA_PRE;IN_ESP_EXCLUSIVA_FUND_AI;IN_ESP_EXCLUSIVA_FUND_AF;IN_ESP_EXCLUSIVA_MEDIO_MEDIO;IN_ESP_EXCLUSIVA_MEDIO_INTEGR;IN_ESP_EXCLUSIVA_MEDIO_NORMAL;IN_COMUM_EJA_FUND;IN_COMUM_EJA_MEDIO;IN_COMUM_EJA_PROF;IN_ESP_EXCLUSIVA_EJA_FUND;IN_ESP_EXCLUSIVA_EJA_MEDIO;IN_ESP_EXCLUSIVA_EJA_PROF;IN_COMUM_PROF;IN_ESP_EXCLUSIVA_PROF
2018;26120208;ESCOLA SAO JORGE;2;1;01/02/2018;31/12/2018;2;2605;26017;26;2611606;261160605;4;1;1;0;;1;0;0;0;0;;;1;1;2;0;0;0;0;0;0;0;;0;0;0;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;35;21;1;1;1;0;1;1;1;1;1;1;1;1;1;3;1;3;0;4;1;5;2;8;4;1;1;60;30;30;1;1;45;0;0;0;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26120224;ESCOLA SOUZA VERAS;2;1;01/02/2018;27/12/2018;2;2605;26017;26;2611606;261160605;4;1;1;0;;1;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;1;0;0;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;12;12;1;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;3;2;7;5;1;4;0;0;30;15;15;1;1;34;0;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26120283;ESCOLA MUNICIPAL VILA OPERARIA DO RECIFE;2;1;05/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;3;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;7;7;1;0;1;0;1;0;1;0;1;1;0;1;0;9;0;7;0;1;0;1;0;4;1;0;1;0;0;0;0;;23;1;0;0;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26121654;ESCOLA DE REFERENCIA EM ENSINO MEDIO OLIVEIRA LIMA ;1;1;05/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;10;10;1;0;1;0;0;0;1;1;1;1;0;1;1;3;0;1;0;0;0;3;1;1;2;0;3;3;2;0;1;1;38;1;1;0;;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26121662;ESCOLA MUNICIPAL PADRE ANTONIO HENRIQUE;1;1;05/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;3;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;13;13;1;1;1;0;1;1;1;1;1;1;1;1;1;3;1;2;0;1;1;3;1;2;2;1;2;8;2;6;1;1;67;1;1;0;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2018;26121670;ESCOLA POETA MANUEL BANDEIRA;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;1;0;1;1;0;0;0;1;1;1;0;0;1;4;0;1;1;0;0;0;2;2;4;0;0;25;6;19;1;1;54;1;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2018;26121751;ESCOLA DE REFERENCIA EM ENSINO MEDIO GINASIO PERNAMBUCANO - CRUZ CABUGA;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;15;16;1;0;0;0;0;1;1;1;1;1;0;1;1;2;0;0;0;0;1;2;5;1;3;0;5;16;7;9;1;1;57;1;0;0;;0;0;0;1;0;;;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26121786;ESCOLA MUNICIPAL REITOR JOAO ALFREDO;1;1;05/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;3;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;17;17;1;0;0;0;1;0;1;1;1;1;0;0;0;2;0;0;0;2;0;2;2;4;1;0;0;0;0;0;0;;65;1;0;0;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26121808;SOCIEDADE EDUCACIONAL COSTA E ALVES LTDA;1;1;01/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;4;1;1;0;;1;0;0;0;0;;;1;1;2;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;6;6;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;2;2;1;2;0;3;0;0;4;4;0;1;1;35;0;0;0;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26121816;ESCOLA TECNICA ESTADUAL ALMIRANTE SOARES DUTRA;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0;0;18;18;1;0;1;0;0;1;0;1;1;1;0;1;1;4;0;6;0;0;1;0;2;2;5;0;1;46;15;27;1;1;104;1;0;0;;0;0;0;1;0;;;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2018;26121824;CENTRO DE EDUCACAO DE JOVENS E ADULTOS VALDEMAR DE OLIVEIRA;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;13;8;1;0;0;0;0;0;1;0;1;1;0;0;1;2;0;0;0;0;0;3;0;1;2;0;0;26;4;20;1;1;74;1;1;0;;0;0;0;1;0;;;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2018;26121859;ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FERNANDES ;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;13;10;1;0;0;0;1;0;1;1;1;1;0;1;1;3;0;0;0;3;0;3;1;3;3;0;1;12;5;7;1;1;20;1;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26121867;ESCOLA CONEGO ROCHAEL DE MEDEIROS;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;16;16;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;1;2;0;0;2;2;1;1;1;110;1;1;0;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26121875;ESCOLA ESTACIO COIMBRA;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;8;8;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;24;3;20;1;1;32;1;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2018;26121891;ESCOLA JOSE MARIA ;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;11;10;1;1;0;0;1;1;1;1;1;1;0;1;1;2;2;0;0;1;1;2;1;1;4;0;3;26;3;23;1;1;41;1;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2018;26121913;ESCOLA MUNICIPAL LUTADORES DO BEM;1;1;05/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;3;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;7;7;1;0;1;0;1;1;1;1;1;1;0;1;1;10;0;5;0;1;1;2;1;2;1;0;1;2;0;2;1;1;48;1;1;1;1;0;0;0;1;0;;;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2018;26121921;ESCOLA DE REFERENCIA EM ENSINO MEDIO SIZENANDO SILVEIRA;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;15;15;1;0;1;0;0;0;1;1;1;1;0;1;1;5;0;4;0;0;0;5;3;2;18;0;4;22;3;17;1;1;46;1;0;0;;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26121948;ESCOLA SYLVIO RABELO ;1;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;17;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;16;5;15;1;1;47;1;1;0;;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26122880;ESCOLA PRESIDENTE ARTHUR DA COSTA E SILVA;2;1;05/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;14;14;1;0;1;0;1;0;1;1;1;1;1;1;1;2;0;2;0;3;0;3;3;2;14;1;1;14;3;11;1;1;46;1;0;1;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26122898;ESCOLA MUNICIPAL DO COQUE;2;1;05/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;3;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;16;16;1;0;1;0;1;1;0;1;1;1;0;1;0;4;0;2;0;1;1;0;2;7;2;0;1;0;0;0;0;;68;1;1;0;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26122952;ESCOLA SENADOR NILO DE SOUZA COELHO ;2;1;05/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;2;1;5;0;0;19;4;15;1;1;37;1;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26122960;ESCOLA DE REFERENCIA EM ENSINO MEDIO VIDAL DE NEGREIROS;2;1;05/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;12;12;1;0;0;0;1;0;1;0;1;1;0;1;1;4;0;0;0;2;0;2;0;2;12;0;1;39;5;34;1;1;59;1;1;0;;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26122979;ESCOLA ANA CECILIA;2;1;01/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;4;1;1;0;;1;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;11;11;1;0;1;0;1;1;1;1;1;1;0;1;1;3;0;2;0;2;1;3;2;2;1;0;2;8;3;5;1;1;32;0;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26122987;ESCOLA CARMELA DUTRA ;2;1;05/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;2;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;2;0;2;6;0;0;12;4;12;1;1;32;1;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2018;26123061;ESCOLINHA TIA CARMINHA;2;1;01/02/2018;31/12/2018;2;2605;26017;26;2611606;261160605;4;1;1;0;;1;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9;9;1;0;1;1;0;0;0;1;1;1;0;0;1;1;0;1;1;0;0;0;2;2;1;0;0;1;1;0;1;1;16;0;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26123088;ESCOLA MUNICIPAL EDITE BRAGA;2;1;05/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;3;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;8;8;1;0;1;0;0;0;0;1;0;1;0;1;1;4;0;3;0;0;0;0;1;0;1;0;2;2;0;2;1;1;46;1;0;0;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2018;26123126;ESCOLA MUNICIPAL VILA SAO MIGUEL ;2;1;05/02/2018;28/12/2018;2;2605;26017;26;2611606;261160605;3;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;9;9;1;0;1;0;1;0;1;1;1;1;0;1;1;5;0;3;0;1;0;1;1;7;1;0;1;1;0;1;1;1;49;1;0;1;1;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26123150;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL CREUSA BARRETO DORNELAS;2;1;05/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;2;1;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;22;22;1;0;0;0;1;1;1;1;1;1;1;1;1;4;0;0;0;1;4;1;4;6;20;1;4;33;4;28;1;1;32;1;1;0;0;0;0;0;1;0;;;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2018;26123177;COLEGIO E CURSO VENCER;2;1;01/02/2018;27/12/2018;2;2605;26017;26;2611606;261160605;4;1;1;0;;1;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;11;10;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;2;0;2;1;2;2;0;1;4;3;0;1;1;34;0;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;26123185;CENTRO SOCIAL DA ACF TORRE;2;1;01/02/2018;21/12/2018;2;2605;26017;26;2611606;261160605;4;1;2;1;1;0;0;0;0;1;;;2;1;1;0;0;0;0;0;0;0;;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;2;2;1;0;1;0;0;0;1;0;1;1;0;0;1;1;0;1;0;0;0;1;0;1;1;0;0;11;1;10;1;1;8;1;0;0;;0;0;0;1;0;;;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
